lotid;logerror;transactiondate;aircond;style;basement;numbath;numbedroom;classbuild;qualitybuild;decktype;finishedarea1st;finishedarea;perimeterarea;totalarea;finishedareaEntry;countycode;numfireplace;numfullbath;garagenum;garagearea;tubflag;heatingtype;latitude;longitude;lotarea;poolnum;poolarea;citycode;countycode2;neighborhoodcode;regioncode;roomnum;storytype;num34bath;material;unitnum;year;numstories;fireplace;buildvalue;taxyear;landvalue;totaltaxvalue;taxdelinquencyflag;taxdelinquencyyear;mypointer;parcelvalue
11179893;-0.0230499517743;8/8/17;1;;;2;3;;8;;;1378;;;;6037;0;2;;;;2;34276959;-118534885;7703;;;12447;3101;275078;96356;0;;;;1;1965;;;94048;2016;36667;1782.58;;;15225;130715
11537113;;;1;;;3;3;;1;;;1918;;;;6037;0;3;;;;2;33984700;-118460000;363737;1;;12447;3101;21056;96127;0;;;;1;1986;;;420005;2015;639602;12975.74;;;1181;1059607
11050753;;;;;;2;3;;7;;;1693;;;;6037;0;2;;;;7;34270404;-118480236;10509;1;;12447;3101;31817;96370;0;;;;1;1954;;;136515;2015;222848;4539.51;;;3098;359363
12022440;;;1;;;2;3;;12;;;3065;;;;6037;0;2;;;;2;34103382;-118389354;17925;1;;12447;3101;274049;96050;0;;;;1;1963;;;6272877;2015;9409315;190212.21;;;3571;15682192
14314808;;;;;;4.5;3;;;;;4101;;;;6059;0;4;2;495;TRUE;;33617983;-117860207;6630;1;;53571;1286;;96978;6;;1;;;2003;1;;577172;2015;988093;17026.16;;;9489;1565265
12910639;;;1;;;2;3;;7;;;1199;;;;6037;0;2;;;;2;34101919;-117838724;9270;1;;24245;3101;;96475;0;;;;1;1976;;;91949;2015;165519;3364.94;;;13058;257468
10911455;;;;;;3;3;;7;;;2332;;;;6037;0;3;;;;7;34146447;-118380568;6746;1;;12447;3101;47880;96449;0;;;;1;1946;;;68315;2015;49952;1611.09;;;25260;118267
17288154;;;;;;2.5;4;;;;971;2247;;;971;6111;1;2;2;453;;;34174045;-118784538;3400;;;53655;2061;;96393;9;;1;;;1990;2;;247491;2015;164991;5597.3;;;30233;412482
10769828;;;1;;;2;2;;8;;;1036;;;;6037;0;2;;;;2;34211100;-118605000;119918;1;;12447;3101;30731;96339;0;;;;1;1981;;;116346;2016;128336;3025.41;;;453;244682
10854677;;;1;;;3;4;;7;;;2960;;;;6037;0;3;;;;2;34158573;-118481844;5631;1;;12447;3101;51906;96426;0;;;;1;1978;;;343600;2016;676400;12415.71;;;15297;1020000
17241932;;;;;;3.5;4;;;;2121;3191;;;2121;6111;2;3;3;874;;;34242484;-118782470;20471;1;862;27110;2061;;97118;9;;1;;;2002;2;;652000;2016;345000;11073.86;;;1432;997000
11311730;;;1;;;3;3;;7;;;1588;;;;6037;0;3;;;;2;34674724;-118105346;7380;1;;5534;3101;;97318;0;;;;1;1986;;;154200;2015;31800;3344.6;;;22933;186000
17215635;;;;;;2.5;4;;;66;925;2080;;;925;6111;1;2;3;727;;;34223352;-118891689;8204;1;384;34278;2061;;96383;7;;1;;;1977;2;;211873;2016;138395;4019.76;;;3271;350268
14207879;;;;;;2.5;3;;;;;2081;;;;6059;1;2;2;488;;;33856032;-117776300;5500;;;16764;1286;113455;97026;7;;1;;;1974;2;;135116;2015;152171;3358.52;;;17009;287287
12068571;;;1;;;2;1;;6;;;960;;;;6037;0;2;;;;2;34153300;-118241000;87434;1;;45457;3101;276258;96325;0;;;;1;1975;;;102813;2016;77561;2025.86;;;2108;180374
11007396;;;1;;;3;4;;4;;;2451;;;;6037;0;3;;;;2;34327556;-118432653;7874;1;;12447;3101;34213;96368;0;;;;1;1968;;;111126;2015;16294;1738.51;;;18230;127420
14268043;;;;;;2.5;4;;;;;1919;;;;6059;1;2;2;618;;;33709514;-117901806;6104;;;47568;1286;268323;97004;8;;1;;;1975;2;;119885;2015;402666;6267.92;;;12446;522551
17065870;;;;;;2.5;5;;;;1043;2516;;;1043;6111;1;2;2;417;;;34405741;-118926922;5887;1;450;18098;2061;;97094;9;;1;;;2000;2;;175069;2016;175069;4917.76;;;13028;350138
14031322;;;;;;2;4;;;;;1936;;;;6059;1;2;2;653;TRUE;;33718115;-117961460;7194;1;;8384;1286;;97008;8;;;;;1966;2;;134574;2015;353039;5519.46;;;2978;487613
12508198;;;1;;;2;2;;4;;;1699;;;;6037;0;2;;;TRUE;2;33792300;-118161000;26617;;;27103;3101;;96234;0;;;;1;1978;;;126853;2015;182285;5489.75;;;4787;309138
12416688;;;1;;;3;4;;4;;;1962;;;;6037;0;3;;;;2;33870870;-118090992;8279;1;;30267;3101;;96206;0;;;;1;1978;;;304000;2015;370000;7596.19;;;13577;674000
13994771;;;;7;;2;3;;;;;1148;;;;6059;0;2;2;460;;6;33819924;-117956276;2820;1;;16764;1286;275496;97023;5;;;6;;1972;1;TRUE;81480;2015;193520;3949.12;;;30191;275000
17220354;;;;;;3;4;;;;1214;2322;;;1214;6111;1;3;2;570;;;34217989;-118834404;6354;;;34278;2061;;96385;8;;;;;1994;2;;480410;2015;320273;8703.62;;;35138;800683
12137330;-0.0274;29/9/16;;;;2;3;;7;;;1737;;;;6037;0;2;;;;2;34145823;-118060347;11691;1;;50749;3101;;96268;0;;;;1;1948;;;266010;2015;1064043;15386.45;;;17911;1330053
11663546;;;1;;;5;5;;10;;;4483;;;;6037;0;5;;;;2;34042725;-118526915;8996;;;12447;3101;19810;96120;0;;;;1;1991;;;1152734;2015;1121267;27814.44;;;12554;2274001
17240905;;;;;;3.5;4;;;;1781;3232;;;1781;6111;1;3;2;661;;;34286260;-118676043;6596;;;27110;2061;;97116;9;;1;;;1999;2;;258882;2016;481522;8389.02;;;30535;740404
11139383;;;1;;;2;2;;4;;;1607;;;;6037;0;2;;;;2;34377339;-118530836;17176;;;54311;3101;26134;96352;0;;;;1;1955;;;54034;2015;30168;1692.83;;;5041;84202
14147604;;;13;;;2.5;3;;;;;3453;;;;6059;0;2;2;682;;;33914480;-117918008;10002;;;24812;1286;;97043;8;;1;;;1977;2;;201688;2015;38445;2911.44;;;32840;240133
11889847;;;1;;;1;1;;7;;;885;;;;6037;0;1;;;;2;34141700;-118101000;59252;1;;47019;3101;275426;96295;0;;;;1;1973;;;89000;2015;208000;3457.97;;;21999;297000
10861734;;;1;;;7;5;;12;;;8701;;;;6037;0;7;;;;2;34133422;-118439854;21475;1;;12447;3101;27080;96086;0;;;;1;1991;;;2427199;2016;1223465;44003.8;;;9965;3650664
17144092;;;;;;3.5;4;;;66;1572;2574;;;1572;6111;2;3;3;724;;;34239576;-118973364;24000;;;51239;2061;;97091;8;;1;;;1989;2;;440246;2016;264632;7511.98;;;23159;704878
17236942;;;;;;4.5;6;;;;1920;3965;;;1920;6111;2;4;3;827;;;34295528;-118674416;11866;;;27110;2061;;97116;10;;1;;;2002;2;;286000;2015;530000;9167.46;;;15185;816000
17151372;;;;;;2;4;;;;1528;1528;;;1528;6111;1;2;2;492;;;34185745;-119218420;7500;;;13150;2061;;97106;8;;;;;1970;1;;133556;2015;133556;3291.36;;;18997;267112
14181233;;;13;;;3;3;;;;;2833;;;;6059;0;3;2;592;TRUE;;33876587;-117853406;10780;1;;26531;1286;;97068;9;;;;;1984;2;;253797;2016;585203;9775.98;;;18366;839000
10887061;;;1;;;2;2;;4;;;950;;;;6037;0;2;;;;2;34185100;-118416000;278581;1;;12447;3101;268548;96451;0;;;;1;1964;;;142505;2015;76073;2743.65;;;14285;218578
14176479;;;13;;;3.5;5;;;;;2302;;;;6059;1;3;2;462;;;33881041;-117866194;8100;1;;26531;1286;;97068;8;;1;;;1976;1;;83062;2015;21340;8839.7;;;28642;104402
10867760;;;1;;;3;4;;4;;;3066;;;;6037;0;3;;;;2;34140846;-118489390;11725;1;;12447;3101;51906;96426;0;;;;1;1957;;;218793;2015;622156;10404.97;;;27891;840949
14042796;;;5;;;3;4;;;;;2293;;;;6059;1;3;2;486;;6;33726182;-118019906;7070;;;25218;1286;;96965;8;;;;;1965;2;;138124;2015;557876;8828.18;;;18751;696000
17269439;;;;;;2.5;4;;;;1143;2418;;;1143;6111;1;2;2;714;;;34169451;-118961902;7197;1;420;34278;2061;46736;96351;9;;1;;;1970;2;;324577;2016;293626;6596.74;;;21779;618203
12143902;;;1;;;4;5;;4;;;4060;;;;6037;0;4;;;;2;34122155;-118048757;10072;1;;50749;3101;;96268;0;;;;1;1989;;;857078;2015;441565;15050.07;;;29367;1298643
17151847;;;;;;2;3;;;;1473;1473;;;1473;6111;1;2;2;484;;;34181491;-119213154;5400;;;13150;2061;;97106;6;;;;;1976;1;;98158;2015;33700;1557.46;;;15228;131858
17051437;;;;;;3;4;;;66;2122;3462;;;2122;6111;3;3;4;1100;;;34459843;-119254892;24256;;;13091;2061;;97099;2;;;;;1985;2;;425670;2016;241207;7342.14;;;29127;666877
17067219;;;;;;1;2;;;;720;720;;;720;6111;0;1;1;396;;;34413797;-118784076;8625;;;18098;2061;;97108;5;;;;;1928;1;;52384;2016;12851;1667.18;Y;13;1458;65235
11097563;;;1;;;2;4;;7;;;2170;;;;6037;0;2;;;;2;34226394;-118584904;6427;1;;12447;3101;27987;96341;0;;;;1;1968;;;200018;2015;279372;6029.47;;;3662;479390
17065368;;;;;;1;2;;;;912;912;;;912;6111;1;1;1;380;;;34393660;-118922655;3194;;;18098;2061;;97094;4;;;;;1985;1;;81299;2015;43770;1448.86;;;28032;125069
10800238;;;1;;;3;3;;8;;;1877;;;;6037;0;3;;;;2;34179600;-118530000;127388;1;;12447;3101;47950;96379;0;;;;1;1976;;;172465;2016;205854;4592.19;;;3278;378319
10739753;;;1;;;2;3;;4;;;1818;;;;6037;0;2;;;;2;34153333;-118693709;9538;1;;37688;3101;;96337;0;;;;1;1978;;;256907;2015;410062;7844.46;;;24055;666969
17210480;;;;;;2;4;;;;1986;1986;;;1986;6111;1;2;2;632;;;34222760;-118870759;14330;;;34278;2061;;96383;8;;;;;1977;1;;111847;2015;20148;1587;;;11582;131995
12059407;;;1;;;2;2;;4;;;1283;;;;6037;0;2;;;;2;34163800;-118264000;22962;1;;45457;3101;275856;96321;0;;;;1;1981;;;143300;2015;302700;5276.62;;;31676;446000
17182352;;;;;;2;3;;;;1611;1611;;;1611;6111;1;2;2;467;;;34178070;-119156034;7845;;;13150;2061;;97104;6;;;;;1980;1;;176791;2015;176791;4256.18;;;9317;353582
17111672;;;;;;2.5;3;;;;600;1643;;;600;6111;0;2;2;0;;;34244154;-119173765;;;;13150;2061;;97107;5;;1;;;2007;3;;119000;2015;219000;7681.9;;;19722;338000
10892402;;;;;;2;2;;7;;;1380;;;;6037;0;2;;;;2;34176037;-118388357;6269;1;;12447;3101;46795;96452;0;;;;1;1952;;;229495;2015;372292;7423.63;;;4218;601787
14154824;;;13;;;2.5;4;;;;;2952;;;;6059;0;2;3;816;;;33936232;-117912493;13588;1;;17150;1286;;97035;8;;1;;;1979;1;;286345;2015;473540;8834.46;;;23724;759885
14389192;;;13;;;2.5;4;;;;;2398;;;;6059;0;2;2;672;;;33570116;-117696517;17325;1;;25458;1286;;96971;8;;1;;;1977;2;;254680;2016;186061;4487.9;;;19565;440741
14308898;;;;;;2.5;5;;;;;2294;;;;6059;0;2;2;462;;;33664802;-117820809;5060;;;52650;1286;275824;96947;9;;1;;;1965;2;;153604;2015;526786;6988.3;;;1103;680390
10906848;;;1;;;3;4;;8;;;2811;;;;6037;0;3;;;;2;34154262;-118406624;11432;1;;12447;3101;47880;96449;0;;;;1;1938;;;341956;2016;676052;12380.49;;;21570;1018008
17217735;;;;;;4.5;4;;;;2349;4440;;;2349;6111;2;4;3;756;;;34204288;-118828171;24160;1;802;34278;2061;;96385;9;;1;;;1999;2;;643850;2016;385100;10928.78;;;2902;1028950
17297365;;;;;;2.5;3;;;66;460;1462;;;460;6111;1;2;2;568;;;34170182;-118765471;2050;;;53655;2061;;96393;6;;1;;;1978;2;;204448;2016;204448;5534.1;;;16466;408896
11537134;;;1;;;3;2;;9;;;2316;;;;6037;0;3;;;;2;33984600;-118460000;363737;1;;12447;3101;21056;96127;0;;;;1;1986;;;361339;2016;294720;7990.34;;;30147;656059
11985094;-0.0315;15/7/16;;;;2;3;;7;;;2015;;;;6037;0;2;;;;2;34068916;-118371883;6003;;;12447;3101;276450;96029;0;;;;1;1927;;;182616;2015;488771;8344.88;;;19068;671387
10742499;;;1;;;2;3;;6;;;999;;;;6037;0;2;;;;2;34147286;-118785431;92442;;;9840;3101;764093;96336;0;;;;1;1974;;;72201;2016;72948;1927.81;;;30508;145149
17280603;;;;;;1;3;;;;932;932;;;932;6111;0;1;2;420;;;34210673;-118864823;10810;;;34278;2061;;96383;5;;;;;1960;1;;190438;2015;100243;3063.62;;;26551;290681
10952918;;;1;;;3;4;;4;;;2544;;;;6037;0;3;;;;2;34193151;-118303967;8379;1;;396054;3101;;96433;0;;;;1;1923;;;373982;2015;563535;10552.87;;;27300;937517
12414864;0.0488;8/1/16;1;;;3;5;;4;;;2765;;;;6037;0;3;;;;2;33864236;-118058668;5811;;;10774;3101;;96206;0;;;;1;1969;;;202832;2015;201526;4770.21;;;3826;404358
10796943;;;1;;;3;5;;7;;;2849;;;;6037;0;3;;;;2;34178258;-118560670;22259;1;;12447;3101;47950;96379;0;;;;1;1960;;;269764;2016;192202;5706.55;;;13995;461966
10738968;;;1;;;2;2;;8;;;1227;;;;6037;0;2;;;;2;34155900;-118761000;377596;1;;9840;3101;;96336;0;;;;1;1984;;;174312;2016;182967;4238.8;;;34196;357279
11646071;;;1;;;2;1;;9;;;733;;;;6037;0;2;;;;2;34067300;-118453000;15345;1;;12447;3101;118920;96005;0;;;;1;1964;;;115612;2016;222054;4101.53;;;30895;337666
11663205;;;;;;3;4;;10;;;3500;;;;6037;0;3;;;;2;34030110;-118520178;33378;;;12447;3101;19810;96120;0;;;;1;1961;;;103406;2015;101368;101816.58;Y;10;22745;204774
11628545;;;1;;;3;2;;4;;;1443;;;;6037;0;3;;;;2;34061600;-118381000;21648;;;12447;3101;275024;96016;0;;;;1;1985;;;195629;2015;481973;8311.76;;;26950;677602
14229146;;;13;;;4;5;;;;;3904;;;;6059;1;4;2;612;;;33812572;-117820176;9130;1;;54970;1286;;97059;9;;;;;1974;2;;338432;2015;494508;9206.8;;;3184;832940
12639725;;;;;;2;3;;7;;;1137;;;;6037;0;2;;;;7;33800397;-118304510;5500;1;;12447;3101;38888;96210;0;;;;1;1951;;;97703;2015;390824;6239.3;;;14659;488527
17139713;;;;;;2;2;;;;1123;1260;;;1123;6111;0;2;1;0;;;34230647;-118975896;1742;;;51239;2061;;97091;5;;;;;1980;1;;35679;2015;30570;682.92;;;4747;66249
11066437;;;1;;;3;4;;4;;;1746;;;;6037;0;3;;;;2;34296606;-118558036;4228;;;12447;3101;275078;96356;0;;;;1;1987;;;125885;2015;138354;3343.06;;;27358;264239
11052028;;;1;;;2;3;;7;;;1293;;;;6037;0;2;;;;2;34254938;-118481458;7685;;;12447;3101;13017;96369;0;;;;1;1953;;;59781;2015;24488;1169.44;;;24164;84269
10796201;;;;;;2;3;;7;;;1404;;;;6037;0;2;;;;2;34169558;-118581175;9295;1;;12447;3101;48570;96389;0;;;;1;1959;;;120000;2015;483000;7549.66;;;30358;603000
12058099;;;1;;;3;2;;4;;;2817;;;;6037;0;3;;;;2;34173274;-118262000;13898;1;;45457;3101;273059;96321;0;;;;1;1948;;;277772;2015;116039;4460.81;;;3619;393811
17097976;;;;;;2.5;4;;;66;2148;3675;;;2148;6111;2;2;2;678;;;34364456;-119063427;13504;;;26965;2061;;97113;9;;1;;;1999;2;;323278;2016;207847;5938.4;;;1490;531125
10787748;;;;;;2;3;;7;;;2011;;;;6037;0;2;;;;7;34199244;-118567108;8102;1;;12447;3101;27987;96341;0;;;;1;1953;;;133635;2015;135049;3351.61;;;14789;268684
10722978;;;1;;;3;5;;4;;;2726;;;;6037;0;3;;;;2;34199494;-118627495;10723;1;;12447;3101;268588;96342;0;;;;1;1979;;;165864;2015;110572;3651.68;;;11192;276436
11660743;;;1;;;8;7;;10;;;8919;;;;6037;0;8;;;;2;34053243;-118488319;22847;1;;12447;3101;113910;96030;0;;;;1;1995;;;4401495;2016;4849538;110720.45;;;20804;9251033
12081795;;;1;;;2;2;;4;;;1204;;;;6037;0;2;;;TRUE;2;34146900;-118245000;23103;;;45457;3101;276258;96325;0;;;;1;1981;;;127828;2015;31951;1839.29;;;32912;159779
11118926;;;1;;;3;3;;4;;;1548;;;;6037;0;3;;;;2;34435933;-118548051;5106;;;54311;3101;48200;96377;0;;;;1;1989;;;214260;2015;230407;7939.69;;;17845;444667
17198894;0.00392390221086;31/1/17;;;;3.5;4;;;;1523;3192;;;1523;6111;2;3;2;598;;;34265647;-118884624;7035;;;25974;2061;;97097;9;;1;;;1985;2;;258900;2016;481000;8204.1;;;1568;739900
10815230;;;1;;;3;5;;4;;;3004;;;;6037;0;3;;;;2;34152934;-118562668;20547;1;;12447;3101;47950;96379;0;;;;1;1967;;;260878;2015;260878;6710.11;;;801;521756
17167493;;;;;;2;3;;;;1264;1264;;;1264;6111;0;2;1;360;;;34176702;-119170708;6000;;;13150;2061;762942;97104;6;;;;;1954;1;;137000;2016;261000;4748.08;;;4056;398000
10779692;;;;;;3;4;;6;;;1538;;;;6037;0;3;;;;7;34185515;-118531731;6154;1;;12447;3101;51906;96364;0;;;;1;1950;;;159154;2016;302395;5564.22;;;6975;461549
14664636;;;;;;2.5;2;;;;;1881;;;;6059;0;2;1;0;;24;33658707;-117828853;;;;52650;1286;275129;96947;6;;1;;;1975;1;;218398;2015;236504;4662.16;;;7933;454902
10731144;;;1;;;3;4;;8;;;2610;;;;6037;0;3;;;;2;34183966;-118623309;7704;1;;12447;3101;48570;96389;0;;;;1;1973;;;257267;2016;171508;5299.41;;;16864;428775
11600825;;;1;;;2;3;;10;;;1711;;;;6037;0;2;;;;2;34051300;-118378000;13299;;;12447;3101;275024;96016;0;;;;1;2004;;;252000;2015;492000;7666.34;Y;14;30752;744000
14368109;;;13;;;2;3;;;;;1754;;;;6059;1;2;2;451;;;33634304;-117679409;6600;1;;32380;1286;;96962;7;;;;;1977;1;;129559;2015;526191;7028.04;;;31485;655750
17172807;;;;;;1.5;2;;;;410;866;;;410;6111;0;1;2;426;;;34158502;-119218899;1750;;;13150;2061;;97106;4;;1;;;1976;2;;66598;2015;225412;3268.66;;;3284;292010
10812425;;;1;;;3;5;;4;;;2854;;;;6037;0;3;;;;2;34152871;-118572528;17312;1;;12447;3101;48570;96387;0;;;;1;1973;;;231763;2015;353826;7467.87;;;31210;585589
17178077;-0.0192;16/6/16;;;;2;3;;;;1992;1992;;;1992;6111;1;2;2;421;;;34215474;-119164275;5005;;;13150;2061;156012;97101;7;;;;;2001;1;;203579;2015;203579;5227.78;;;31383;407158
10983887;;;1;;;2;2;;7;;;873;;;;6037;0;2;;;;2;34277500;-118408000;212098;;;12447;3101;40215;96361;0;;;;1;1989;;;75923;2015;18954;2568.13;;;9919;94877
11016369;;;;;;2;3;;4;;;1854;;;;6037;0;2;;;;2;34286407;-118491599;11020;1;;12447;3101;31817;96370;0;;;;1;1961;;;110000;2015;447000;6945.66;;;9428;557000
17115638;;;;;;2;4;;;;1686;1686;;;1686;6111;1;2;2;490;;;34259398;-119199295;6635;;;34543;2061;116692;97083;7;;;;;1976;1;;142127;2016;76514;2402.38;;;26374;218641
11667608;;;1;;;3;3;;4;;;1980;;;;6037;0;3;;;;2;34057587;-118540668;8680;1;;12447;3101;19810;96120;0;;;;1;1972;;;397600;2015;1590400;24282.82;;;33006;1988000
12845330;;;1;;;3;4;;4;;;2552;;;;6037;0;3;;;;2;33971274;-117915833;10934;1;;22827;3101;;96492;0;;;;1;1987;;;391584;2015;288566;8474.93;;;11521;680150
17145445;;;;;;3;4;;;;1827;3143;;;1827;6111;2;3;2;472;;;34224481;-119201911;10239;;;13150;2061;762959;97107;8;;;;;1988;2;;330988;2015;220657;6822.94;;;17303;551645
14076370;;;1;;;2;4;;;;;1802;;;;6059;2;2;2;598;;6;33703911;-117945437;6500;;;8384;1286;;97008;8;;;;;1970;1;;119646;2015;289386;4673.72;;;24925;409032
11063039;;;1;;;5;3;;7;;;5613;;;;6037;0;5;;;;2;34248902;-118504251;97481;1;;12447;3101;33183;96355;0;;;;1;1951;;;720822;2016;968308;20554.64;;;1697;1689130
17243786;;;;;;2.5;4;;;;1028;2133;;;1028;6111;1;2;2;420;;;34268730;-118775920;6280;;;27110;2061;;97118;7;;1;;;2002;2;;279000;2016;278000;6421.6;;;3186;557000
12511368;;;1;;;2;2;;4;;;1619;;;;6037;0;2;;;;2;33788000;-118135000;130965;;;46298;3101;273252;96247;0;;;;1;1979;;;197478;2015;49359;3125.71;;;23714;246837
17198873;;;;;;3;5;;;;1784;3069;;;1784;6111;2;3;2;634;;;34264435;-118884014;6800;1;450;25974;2061;;97097;9;;;;;1985;2;;242138;2016;114967;4053.06;;;8910;357105
11615706;;;1;;;2;2;;10;;;1626;;;;6037;0;2;;;;2;34052600;-118445000;10127;;;12447;3101;118920;96006;0;;;;1;1986;;;347813;2015;386572;9011.64;;;26359;734385
17197966;;;;;;3.5;4;;;;1887;3608;;;1887;6111;3;3;2;560;;;34269000;-118902391;6324;;;25974;2061;;97097;8;;1;;;1993;2;;263000;2016;491000;8321.46;;;12741;754000
17204969;0.0139;19/9/16;;;;2.5;4;;;;3114;3114;;;3114;6111;1;2;2;613;;;34297699;-118871841;10685;;;25974;2061;;97097;9;;1;;;2007;1;;258000;2015;477000;13196.1;;;14188;735000
17247188;;;;;;2.5;3;;;;1164;2435;;;1164;6111;1;2;2;695;;;34255637;-118731316;7536;;;27110;2061;;97118;7;;1;;;2000;2;;280366;2015;182500;5306.48;;;14747;462866
11654506;;;1;;;5;4;;11;;;3816;;;;6037;0;5;;;;2;34129256;-118428427;20284;1;;12447;3101;113749;96086;0;;;;1;1978;;;1026734;2016;914297;23536.1;;;15541;1941031
10868202;;;1;;;3;3;;4;;;2030;;;;6037;0;3;;;;2;34135435;-118502425;12699;;;12447;3101;51906;96426;0;;;;1;1966;;;100435;2015;401758;6345.51;;;20734;502193
12216921;;;;;;1;2;;7;;;782;;;;6037;0;1;;;;7;33947415;-118244142;2918;;;12447;3101;118849;95983;0;;;;1;1915;;;67129;2015;66533;1908.55;Y;15;873;133662
10817966;0.0770216033103;21/7/17;1;;;3;5;;8;;;2610;;;;6037;0;3;;;;2;34146065;-118598586;7479;1;;12447;3101;48570;96387;0;;;;1;1964;;;212000;2016;609000;9964.21;;;14278;821000
14210540;;;13;;;2;4;;;;;2214;;;;6059;0;2;2;504;;;33842701;-117846657;9006;1;;33252;1286;;97063;7;;;;;1965;1;;218484;2015;325177;6050.06;;;14411;543661
17094811;;;;;;2.5;4;;;;779;1600;;;779;6111;1;2;2;447;;;34280243;-119168362;5078;;;34543;2061;;97084;8;;1;;;1988;2;;209003;2015;112533;3371.06;;;21173;321536
17058164;;;;;;1.5;2;;;66;868;868;;;868;6111;0;1;2;572;;;34405827;-119307765;17500;;;40110;2061;;97098;4;;1;;;1948;1;;117422;2016;218071;3583.9;;;17558;335493
12111177;;;1;;;1;1;;1;;;918;;;;6037;0;1;;;;2;34142900;-118133000;29823;1;;47019;3101;275405;96289;0;;;;1;2004;;;367300;2015;88700;5393.73;;;3916;456000
14423208;;;;;;4.5;5;;;;;3652;;;;6059;0;4;2;625;TRUE;;33491850;-117634518;10478;1;;33840;1286;;96985;0;;1;;;1997;;;509971;2015;627028;12112.36;;;2992;1136999
10911777;;;1;;;2;2;;4;;;1563;;;;6037;0;2;;;;2;34147800;-118388000;30430;;;12447;3101;47880;96449;0;;;;1;1976;;;177500;2015;237500;5131.69;;;28422;415000
12043374;;;1;;;4;5;;4;;;2373;;;;6037;0;4;;;;2;34225065;-118253853;8171;;;45457;3101;273400;96330;0;;;;1;1926;;;174252;2015;201943;4295.48;;;6880;376195
10864941;;;1;;;2;3;;8;;;2072;;;;6037;0;2;;;;2;34137692;-118464358;10762;1;;12447;3101;27080;96412;0;;;;1;1956;;;150731;2016;440006;7231.43;;;21618;590737
11872157;;;1;;;2;2;;4;;;1102;;;;6037;0;2;;;;2;34094300;-118186000;168089;1;;12447;3101;114914;96023;0;;;;1;1982;;;151977;2015;189716;4199.74;;;7743;341693
10868108;;;1;;;8;6;;10;;;7894;;;;6037;0;8;;;;2;34141231;-118485029;29785;1;;12447;3101;51906;96426;0;;;;1;1990;;;1604897;2015;652675;27800.84;;;456;2257572
10993791;;;1;;;3;4;;4;;;3326;;;;6037;0;3;;;;2;34269259;-118294305;23764;;;12447;3101;27484;96284;0;;;;1;2001;;;390040;2015;371884;9525.32;;;21446;761924
11757531;-0.0111;29/11/16;;;;2;4;;7;;;1925;;;;6037;0;2;;;;2;34055083;-118318224;6914;;;12447;3101;274514;96000;0;;;;1;1916;;;78382;2015;391913;5848.75;;;22648;470295
17173937;;;;;;2;3;;;;1048;1048;;;1048;6111;0;2;2;456;;;34153814;-119191803;6027;;;47198;2061;;97109;5;;;;;1959;1;;77625;2015;21268;1220.54;;;8389;98893
12536513;;;;;;2;2;;7;;;1293;;;;6037;0;2;;;;2;33761749;-118147607;4112;1;;46298;3101;272933;96237;0;;;;1;1954;;;128075;2015;512305;7690.08;;;96;640380
11710851;;;;;;2;2;;7;;;1748;;;;6037;0;2;;;;7;34019945;-118367236;6517;1;;12447;3101;268097;95997;0;;;;1;1950;;;162826;2015;286566;5573.38;;;2391;449392
11994437;;;1;;;2;3;;4;;;1613;;;;6037;0;2;;;;2;34077400;-118327000;43730;;;12447;3101;274517;95985;0;;;;1;1926;;;231956;2015;927846;14165.94;;;15381;1159802
10867812;;;1;;;3;3;;9;;;2447;;;;6037;0;3;;;;2;34141042;-118485563;17323;1;;12447;3101;51906;96426;0;;;;1;1956;;;273200;2016;1091800;16504.62;;;15755;1365000
11181476;;;1;;;3;4;;7;;;3360;;;;6037;0;3;;;;2;34279937;-118535375;11608;1;;12447;3101;275078;96356;0;;;;1;1978;;;286800;2016;336396;7772.7;;;17920;623196
12651332;;;1;;;2;2;;7;;;1323;;;;6037;0;2;;;;2;33734434;-118296171;10478;1;;12447;3101;54300;96221;0;;;;1;1980;;;208047;2016;52011;3215.92;;;22624;260058
10828219;0.00210675555548;24/1/17;1;;;2;2;;8;;;1079;;;;6037;0;2;;;;2;34203000;-118446000;249864;1;;12447;3101;41466;96414;0;;;;1;1971;;;122341;2016;41467;2052.17;;;11735;163808
10759203;;;1;;;3;5;;4;;;2671;;;;6037;0;3;;;;2;34147542;-118616577;13406;1;;12447;3101;48570;96387;0;;;;1;1968;;;148078;2015;54309;2725.02;;;6484;202387
10871493;;;1;;;3;4;;4;;;2571;;;;6037;0;3;;;;2;34209864;-118422299;7662;1;;12447;3101;41131;96450;0;;;;1;1967;;;171776;2015;28540;2635.09;;;9417;200316
12567789;;;;;;1;3;;7;;;1089;;;;6037;0;1;;;;7;33822548;-118206971;7566;1;;46298;3101;275989;96244;0;;;;1;1945;;;70347;2015;173454;3040.68;;;23294;243801
17078313;;;;;;1.5;3;;;;1411;1411;;;1411;6111;0;1;2;560;;;34277898;-119262594;6250;;;34543;2061;;97083;6;;1;;;1939;1;;31313;2016;18764;635;;;13033;50077
17187426;;;;;;3;4;;;;1416;2462;;;1416;6111;2;3;3;733;;;34210696;-119009803;7561;;;51239;2061;;97091;8;;;;;1983;2;;270056;2015;180034;4908.18;;;7558;450090
12276001;;;1;;;2;2;;7;;;949;;;;6037;0;2;;;;2;33894800;-118239000;128600;1;;24174;3101;;96090;0;;;;1;1984;;;83286;2015;39943;2295.22;;;25700;123229
